NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
9830 83,Allocated,Telecom 10 Ltd,10 digit numbers,24/11/2009
9830 84,Allocated,Nodemax Limited,10 digit numbers,25/04/2007
9830 85,Allocated,Six Degrees Technology Group Limited,10 digit numbers,02/04/2020
9830 86,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 87,Allocated,ETC Telecom Limited,10 digit numbers,04/09/2007
9830 88,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 89,Allocated,Content Guru Limited,10 digit numbers,05/11/2007
9830 90,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 91,Allocated,ETC Telecom Limited,10 digit numbers,04/09/2007
9830 92,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 93,Allocated,Sound Advertising Ltd,10 digit numbers,30/10/2007
9830 94,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 95,Allocated,ETC Telecom Limited,10 digit numbers,04/09/2007
9830 96,Allocated,Telecom 10 Ltd,10 digit numbers,25/11/2009
9830 97,Allocated,Content Guru Limited,10 digit numbers,05/11/2007
9830 99,Allocated,Nuso Cloud UK Limited,10 digit numbers,30/05/2007
9831 08,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9831 09,Free,,10 digit numbers,
9831 10,Allocated,Sports Tel Ltd,10 digit numbers,05/07/2021
9831 11,Allocated,Square 1 Communications Limited,10 digit numbers,07/05/2021
9831 12,Allocated,Nuso Cloud UK Limited,10 digit numbers,14/06/2022
9831 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9831 14,Free,,10 digit numbers,
9831 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9831 16,Free,,10 digit numbers,
9831 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9831 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9831 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9831 20,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9831 21,Allocated,Sports Tel Ltd,10 digit numbers,05/07/2021
9831 22,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9831 25,Allocated,Voiceflex Limited,10 digit numbers,11/12/2007
9831 41,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 42,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 43,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 45,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 46,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 47,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 48,Allocated,IV Response Limited,10 digit numbers,11/03/2008
9831 49,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 50,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 51,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 52,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 53,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 54,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 55,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 56,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 57,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 58,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 59,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 60,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 61,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 62,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 63,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 64,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 65,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 66,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 67,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 68,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 69,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 70,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 71,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 72,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 73,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 74,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 75,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 76,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 77,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 78,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 79,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 80,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 81,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 82,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 83,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 84,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 85,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 86,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 87,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 88,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 89,Allocated,Mars Communications Limited,10 digit numbers,13/03/2008
9831 90,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 91,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 92,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 93,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 94,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 95,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 96,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 97,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9831 98,Allocated,Mars Communications Limited,10 digit numbers,17/03/2008
9832 10,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9832 11,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9832 12,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9832 13,Allocated,TGL Services (UK) Ltd,10 digit numbers,02/02/2015
9832 14,Allocated,TalkTalk Communications Limited,10 digit numbers,13/05/2008
9832 17,Allocated,TalkTalk Communications Limited,10 digit numbers,13/05/2008
9832 18,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9832 19,Allocated,TalkTalk Communications Limited,10 digit numbers,13/05/2008
9832 37,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 38,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 39,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 85,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 86,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 87,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 88,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 89,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 90,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 91,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 92,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 93,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 94,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 95,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 96,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 97,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 98,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9832 99,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 00,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 01,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 02,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 03,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 04,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 05,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 06,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 07,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 08,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 09,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 10,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 11,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 12,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 13,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 14,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 15,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 16,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 17,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 18,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 19,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 20,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 21,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 22,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 23,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 24,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 25,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 26,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 27,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 28,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 29,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 30,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 31,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 32,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 33,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 34,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 35,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 36,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 37,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 38,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9833 39,Allocated,Nodemax Limited,10 digit numbers,22/05/2008
9835 43,Allocated,Vodafone Ltd (C&W),10 digit numbers,19/09/2013
9835 44,Allocated,Nuso Cloud UK Limited,10 digit numbers,29/09/2008
9835 45,Allocated,Nuso Cloud UK Limited,10 digit numbers,19/10/2008
9835 46,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 48,Allocated,4D Interactive Ltd,10 digit numbers,02/09/2009
9835 49,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 50,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 51,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 52,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 53,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 54,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 55,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 56,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 57,Allocated,Liquid 11 Limited,10 digit numbers,16/12/2008
9835 58,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 59,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 60,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 61,Allocated,Liquid 11 Limited,10 digit numbers,17/12/2008
9835 62,Quarantined,,10 digit numbers,
9835 63,Quarantined,,10 digit numbers,
9835 64,Quarantined,,10 digit numbers,
9835 65,Quarantined,,10 digit numbers,
9835 66,Allocated,Nuso Cloud UK Limited,10 digit numbers,06/01/2009
9835 67,Quarantined,,10 digit numbers,
9835 68,Quarantined,,10 digit numbers,
9835 69,Quarantined,,10 digit numbers,
9835 70,Quarantined,,10 digit numbers,
9835 71,Quarantined,,10 digit numbers,
9835 72,Quarantined,,10 digit numbers,
9835 73,Quarantined,,10 digit numbers,
9835 74,Quarantined,,10 digit numbers,
9835 75,Quarantined,,10 digit numbers,
9835 76,Quarantined,,10 digit numbers,
9835 77,Quarantined,,10 digit numbers,
9835 78,Quarantined,,10 digit numbers,
9835 79,Quarantined,,10 digit numbers,
9835 80,Quarantined,,10 digit numbers,
9835 81,Quarantined,,10 digit numbers,
9835 83,Quarantined,,10 digit numbers,
9835 85,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9835 89,Allocated,Nuso Cloud UK Limited,10 digit numbers,24/02/2009
9835 95,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9835 96,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9835 97,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9835 98,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9835 99,Allocated,24 Seven Communications Limited,10 digit numbers,24/06/2009
9836 16,Allocated,24 Seven Communications Limited,10 digit numbers,24/06/2009
9836 17,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9836 18,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9836 19,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,13/07/2009
9836 20,Quarantined,,10 digit numbers,
9836 22,Allocated,24 Seven Communications Limited,10 digit numbers,14/10/2009
9836 24,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 26,Allocated,24 Seven Communications Limited,10 digit numbers,14/10/2009
9836 28,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 30,Allocated,24 Seven Communications Limited,10 digit numbers,14/10/2009
9836 32,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 34,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 36,Allocated,Visional Media Limited,10 digit numbers,30/10/2024
9836 37,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 38,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 39,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 40,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 41,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 42,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 43,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 44,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 45,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9836 46,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 47,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 48,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 49,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 50,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 51,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 52,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 53,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 54,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 55,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 56,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 57,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 58,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 59,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 60,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 61,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 62,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 63,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 64,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 65,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 66,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 67,Allocated,Business Broadcast Communications Limited,10 digit numbers,21/10/2009
9836 68,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 69,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 70,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 71,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 72,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 73,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 74,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 75,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 76,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 77,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 78,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 79,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 80,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 81,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 82,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 83,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 84,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 85,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 86,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 87,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 88,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 89,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 90,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 91,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 92,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 93,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 94,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 95,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 96,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 97,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 98,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9836 99,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9837 00,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9837 01,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9837 02,Allocated,Business Broadcast Communications Limited,10 digit numbers,22/10/2009
9837 03,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9837 04,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 05,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9837 06,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 07,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 08,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 09,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9837 10,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 11,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9837 12,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 13,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9837 14,Allocated,X-on Health Limited,10 digit numbers,19/11/2009
9837 15,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9837 17,Allocated,24 Seven Communications Limited,10 digit numbers,11/11/2009
9837 18,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 19,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 20,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 21,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 22,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 23,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 24,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 25,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 26,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 27,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 28,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 29,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 30,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 31,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 32,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 33,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 34,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 35,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 36,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 37,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 38,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 39,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 40,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 41,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 42,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 43,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 44,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 45,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 46,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 47,Allocated,Promotions4All Ltd,10 digit numbers,31/12/2009
9837 48,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 49,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 50,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 51,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 52,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 53,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 54,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 55,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 56,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 57,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 58,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9837 59,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9838 19,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 20,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 21,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 22,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 23,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 24,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 25,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 26,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 27,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 28,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 29,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 30,Allocated,Mi Telecom Limited,10 digit numbers,11/04/2014
9838 32,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 36,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 38,Allocated,Telecom2 Limited,10 digit numbers,29/01/2010
9838 40,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 45,Allocated,Plus Telecom Limited,10 digit numbers,24/03/2010
9838 48,Allocated,Telecom2 Limited,10 digit numbers,16/03/2010
9838 50,Allocated,Plus Telecom Limited,10 digit numbers,24/03/2010
9838 57,Allocated,Plus Telecom Limited,10 digit numbers,24/03/2010
9838 58,Allocated,24 Seven Communications Limited,10 digit numbers,05/05/2010
9838 60,Allocated,Plus Telecom Limited,10 digit numbers,24/03/2010
9838 70,Allocated,Plus Telecom Limited,10 digit numbers,24/03/2010
9838 76,Allocated,A2B Telecom Limited,10 digit numbers,02/03/2010
9838 77,Allocated,A2B Telecom Limited,10 digit numbers,02/03/2010
9838 78,Allocated,24 Seven Communications Limited,10 digit numbers,21/05/2010
9838 80,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 82,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 84,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 86,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 88,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 90,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 92,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 94,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 96,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 97,Allocated,Promotions4All Ltd,10 digit numbers,10/03/2010
9838 98,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9838 99,Allocated,A2B Telecom Limited,10 digit numbers,03/03/2010
9839 19,Allocated,Telecom2 Limited,10 digit numbers,16/06/2010
9839 21,Free,,10 digit numbers,
9839 23,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 25,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 29,Free,,10 digit numbers,
9839 30,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 31,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 32,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/09/2013
9839 37,Allocated,Nuso Cloud UK Limited,10 digit numbers,30/07/2010
9839 38,Allocated,Nuso Cloud UK Limited,10 digit numbers,14/07/2010
9839 39,Allocated,Nuso Cloud UK Limited,10 digit numbers,12/07/2010
9839 40,Allocated,Nuso Cloud UK Limited,10 digit numbers,30/07/2010
9839 41,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
9839 42,Allocated,Media Telecom Ltd,10 digit numbers,06/08/2010
9839 44,Allocated,Linear Telecoms Limited,10 digit numbers,30/11/2010
9839 46,Allocated,Linear Telecoms Limited,10 digit numbers,30/11/2010
9839 50,Allocated,Linear Telecoms Limited,10 digit numbers,30/11/2010
9839 54,Allocated,Linear Telecoms Limited,10 digit numbers,30/11/2010
9839 58,Allocated,Linear Telecoms Limited,10 digit numbers,30/11/2010
