NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
9017 87,Allocated,Swiftnet Ltd,10 digit numbers,07/07/2004
9017 88,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9017 89,Allocated,TTNC Limited,10 digit numbers,03/10/2013
9017 90,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016
9017 92,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9017 93,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9017 94,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9017 96,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9017 98,Allocated,Spacetel UK Ltd,10 digit numbers,30/09/2011
9018 00,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9018 01,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,20/07/2001
9018 02,Allocated,Vodafone Ltd (Thus),10 digit numbers,28/02/2012
9018 06,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9018 07,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9018 08,Allocated,Atlas Interactive Group Limited,10 digit numbers,03/02/2000
9018 10,Allocated,JT (Jersey) Limited,10 digit numbers,01/02/1999
9018 11,Allocated,Nuso Cloud UK Limited,10 digit numbers,06/11/2015
9018 13,Allocated,Spacetel UK Ltd,10 digit numbers,30/09/2011
9018 14,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9018 15,Allocated,Atlas Interactive Group Limited,10 digit numbers,02/09/1999
9018 16,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9018 18,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 19,Allocated,Vodafone Ltd (C&W),10 digit numbers,12/09/2013
9018 20,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9018 21,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9018 23,Allocated,Telecom 10 Ltd,10 digit numbers,24/11/2009
9018 25,Allocated,IV Response Limited,10 digit numbers,16/01/2003
9018 26,Allocated,Telecom2 Limited,10 digit numbers,14/08/2009
9018 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9018 28,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019
9018 29,Allocated,Magrathea Telecommunications Limited,10 digit numbers,18/08/2003
9018 30,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9018 33,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9018 34,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9018 35,Allocated,Core Telecom Limited,10 digit numbers,19/02/2007
9018 36,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 37,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9018 39,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9018 40,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9018 41,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 42,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9018 45,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9018 49,Quarantined,,10 digit numbers,
9018 53,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9018 54,Allocated,TalkTalk Communications Limited,10 digit numbers,08/07/2004
9018 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 57,Allocated,24 Seven Communications Limited,10 digit numbers,14/02/2012
9018 59,Allocated,Virgin Media Limited,10 digit numbers,17/03/2005
9018 60,Allocated,Telecom2 Limited,10 digit numbers,14/08/2009
9018 62,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 64,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9018 65,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9018 67,Allocated,Virgin Media Limited,10 digit numbers,17/03/2005
9018 69,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9018 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9018 72,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9018 73,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9018 74,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9018 75,Allocated,Spacetel UK Ltd,10 digit numbers,30/09/2011
9018 79,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9018 80,Allocated,BT,10 digit numbers,31/03/1998
9018 81,Allocated,BT,10 digit numbers,31/03/1998
9018 82,Allocated,BT,10 digit numbers,31/03/1998
9018 83,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9018 84,Allocated,BT,10 digit numbers,31/03/1998
9018 85,Allocated,Telecoms World Direct Limited,10 digit numbers,31/01/2007
9018 87,Allocated,Media Telecom Ltd,10 digit numbers,24/06/2010
9018 88,Allocated,BT,10 digit numbers,31/03/1998
9018 90,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,02/04/2003
9018 91,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9018 92,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9018 93,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9018 95,Allocated,Magrathea Telecommunications Limited,10 digit numbers,18/08/2003
9018 97,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9019 00,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 01,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 02,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 03,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 04,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 05,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 06,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 07,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 08,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 09,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 10,Allocated,Swiftnet Ltd,10 digit numbers,07/07/2004
9019 12,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9019 13,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 14,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013
9019 15,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9019 16,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9019 17,Quarantined,,10 digit numbers,
9019 21,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9019 22,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 24,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 26,Quarantined,,10 digit numbers,
9019 27,Allocated,Windsor Telecom Limited,10 digit numbers,25/01/2002
9019 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9019 29,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9019 30,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9019 33,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9019 35,Allocated,Telecoms World Limited,10 digit numbers,16/04/2007
9019 37,Allocated,UK Number Store Limited,10 digit numbers,17/03/2015
9019 40,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9019 42,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013
9019 43,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9019 45,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9019 46,Allocated,Spacetel UK Ltd,10 digit numbers,30/09/2011
9019 47,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 49,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9019 50,Allocated,Atlantic Communications Corp Ltd,10 digit numbers,21/11/2013
9019 51,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9019 52,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 56,Allocated,Telecom Essex Ltd,10 digit numbers,21/11/2005
9019 57,Allocated,Plus Telecom Limited,10 digit numbers,18/01/2006
9019 60,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9019 61,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9019 62,Allocated,Redcentric Solutions Limited,10 digit numbers,26/05/2016
9019 63,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9019 64,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 65,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 66,Allocated,Swiftnet Ltd,10 digit numbers,07/07/2004
9019 69,Allocated,UK Number Store Limited,10 digit numbers,17/03/2015
9019 70,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9019 71,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/11/2024
9019 72,Allocated,Invade International Ltd,10 digit numbers,13/01/2016
9019 73,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 74,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016
9019 77,Allocated,Swiftnet Ltd,10 digit numbers,07/07/2004
9019 81,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9019 83,Allocated,IDT Global Limited,10 digit numbers,05/05/2006
9019 85,Allocated,Mars Communications Limited,10 digit numbers,09/04/2014
9019 86,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9019 88,Allocated,Nodemax Limited,10 digit numbers,19/05/2008
9019 89,Allocated,ETC Telecom Limited,10 digit numbers,03/09/2007
9019 91,Allocated,24 Seven Communications Limited,10 digit numbers,13/09/2011
9019 92,Allocated,GCI Network Solutions Limited,10 digit numbers,02/01/2025
9019 93,Allocated,UK Number Store Limited,10 digit numbers,17/03/2015
9019 94,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/12/2024
9019 95,Allocated,Telecom 10 Ltd,10 digit numbers,24/11/2009
9019 96,Allocated,BT,10 digit numbers,27/04/2002
9019 98,Allocated,TelXL Limited,10 digit numbers,16/06/2003
9019 99,Allocated,TalkTalk Communications Limited,10 digit numbers,29/06/2006
9020 00,Allocated,Telecom2 Limited,10 digit numbers,11/02/2016
9020 01,Allocated,Telecom2 Limited,10 digit numbers,11/02/2016
9020 02,Allocated,Telecom2 Limited,10 digit numbers,11/02/2016
9020 03,Allocated,Telecom2 Limited,10 digit numbers,11/02/2016
9020 04,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9020 05,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9020 08,Allocated,0Bit Limited,10 digit numbers,30/01/2009
9020 18,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 20,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 21,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 22,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 23,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 24,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 26,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 28,Allocated,Promotions4All Ltd,10 digit numbers,06/01/2010
9020 41,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 42,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 43,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 44,Allocated,BT,10 digit numbers,13/01/2011
9020 45,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 46,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 47,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 48,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 49,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 50,Allocated,BT,10 digit numbers,15/11/2010
9020 51,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 53,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 54,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 55,Allocated,BT,10 digit numbers,13/01/2011
9020 56,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 57,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 58,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 59,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 60,Allocated,BT,10 digit numbers,15/11/2010
9020 62,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 63,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 64,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 65,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 66,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 67,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 68,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 69,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 70,Allocated,BT,10 digit numbers,15/11/2010
9020 71,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 72,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 73,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 74,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 75,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 76,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 77,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 78,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 79,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 81,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 82,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 83,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 84,Allocated,Firstsound Ltd,10 digit numbers,13/04/2011
9020 85,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 86,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 87,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 88,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 89,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 91,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 92,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 93,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 94,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 95,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 96,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 97,Allocated,One Network Limited,10 digit numbers,19/04/2011
9020 98,Allocated,One Network Limited,10 digit numbers,14/04/2011
9020 99,Allocated,One Network Limited,10 digit numbers,19/04/2011
9021 22,Allocated,24 Seven Communications Limited,10 digit numbers,05/05/2010
9021 34,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9021 38,Allocated,Jtec UK Limited,10 digit numbers,26/07/2011
9021 50,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9021 54,Allocated,Jtec UK Limited,10 digit numbers,26/07/2011
9021 62,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9021 66,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9021 70,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9021 80,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9021 84,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9021 88,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9021 90,Allocated,Adviqo UK Limited,10 digit numbers,12/06/2012
9021 96,Allocated,Spoke (Interactive) Limited,10 digit numbers,15/10/2010
9022 00,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 01,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 02,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 03,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 04,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 05,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 06,Allocated,VoiceHost Limited,10 digit numbers,02/08/2011
9022 07,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 08,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 09,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 10,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 11,Allocated,BT,10 digit numbers,21/06/2011
9022 13,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 14,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 15,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 16,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 17,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 18,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 19,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 20,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 21,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 22,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,08/06/2011
9022 23,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 24,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,08/06/2011
9022 25,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 26,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 27,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 28,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 29,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 30,Allocated,One Network Limited,10 digit numbers,19/04/2011
9022 31,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 32,Allocated,BT,10 digit numbers,21/06/2011
9022 33,Allocated,BT,10 digit numbers,21/06/2011
9022 34,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 35,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 36,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 37,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 38,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 39,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 40,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 41,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 42,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 43,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 45,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 46,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 47,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 48,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 49,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 50,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 51,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 52,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 53,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 54,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 55,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 56,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 57,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 58,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 59,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 60,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 61,Allocated,Numbers Plus Ltd,10 digit numbers,21/07/2011
9022 62,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 63,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 64,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 65,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 66,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 67,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 68,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 69,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 70,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 71,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 72,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 73,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 74,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 75,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 76,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 77,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 78,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 79,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 80,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 81,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 82,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 83,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 84,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 85,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 86,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 87,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 88,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 89,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 90,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 91,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 92,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 93,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 94,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 95,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 96,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 97,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 98,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9022 99,Allocated,Voicetec Systems Ltd,10 digit numbers,14/09/2011
9023 06,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 07,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 08,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 09,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 10,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 11,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 12,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 13,Allocated,TalkTalk Communications Limited,10 digit numbers,24/06/2016
9023 14,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 15,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 16,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 17,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 18,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 19,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 20,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 21,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 22,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 23,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 24,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 25,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 26,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 27,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 28,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 29,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 30,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 31,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 32,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 33,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 34,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 35,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 36,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 37,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 38,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 39,Allocated,Bicom Systems EURL,10 digit numbers,04/07/2016
9023 41,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 42,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 43,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 47,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 49,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 51,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 52,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 53,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 54,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 57,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 58,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 59,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 61,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 62,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 63,Allocated,Business Broadcast Communications Limited,10 digit numbers,08/07/2016
9023 64,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 65,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 66,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,08/07/2016
9023 67,Allocated,TelecomIQ Limited,10 digit numbers,11/10/2016
9023 68,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,08/07/2016
9023 69,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 70,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 71,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 72,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,01/07/2016
9023 73,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 74,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 75,Allocated,Business Broadcast Communications Limited,10 digit numbers,29/09/2016
9023 76,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 78,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 79,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
9023 80,Allocated,Dynamic Mobile Billing Limited,10 digit numbers,08/07/2016
9023 81,Allocated,Mi Telecom Limited,10 digit numbers,20/02/2017
