NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date
7799 4,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7799 5,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7799 6,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7799 7,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7799 8,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7799 9,Allocated,Vodafone Limited,10 digit numbers,18/01/2000
7800 0,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 1,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 2,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 3,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 4,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 5,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 6,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 7,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 8,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7800 9,Allocated,EE Limited (Orange),10 digit numbers,15/10/1997
7801 0,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 1,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 2,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 3,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 4,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 5,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 6,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 7,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 8,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7801 9,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7802 0,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 1,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 2,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 3,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 4,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 5,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 6,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 7,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 8,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7802 9,Allocated,Telefonica UK Limited,10 digit numbers,15/12/1997
7803 0,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 1,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 2,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 3,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 4,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 5,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 6,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 7,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 8,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7803 9,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7804 0,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 1,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 2,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 3,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 4,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 5,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 6,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 7,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 8,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7804 9,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7805 0,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 1,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 2,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 3,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 4,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 5,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 6,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 7,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 8,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7805 9,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7806 0,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 1,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 2,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 3,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 4,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 5,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 6,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 7,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 8,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7806 9,Allocated,EE Limited ( TM),10 digit numbers,12/05/2005
7807 0,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 1,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 2,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 3,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 4,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 5,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 6,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 7,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 8,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7807 9,Allocated,EE Limited (Orange),10 digit numbers,17/05/2005
7808 0,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 1,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 2,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 3,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 4,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 5,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 6,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 7,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 8,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7808 9,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 0,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 1,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 2,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 3,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 4,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 5,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 6,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 7,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 8,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7809 9,Allocated,Telefonica UK Limited,10 digit numbers,15/10/1997
7810 0,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 1,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 2,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 3,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 4,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 5,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 6,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 7,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 8,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7810 9,Allocated,Vodafone Limited,10 digit numbers,29/09/2000
7811 0,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 1,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 2,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 3,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 4,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 5,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 6,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 7,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 8,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7811 9,Allocated,EE Limited (Orange),10 digit numbers,23/02/2000
7812 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7812 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7813 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7814 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7815 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7816 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 0,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 1,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 2,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 3,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 4,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 5,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 6,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 7,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 8,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7817 9,Allocated,EE Limited (Orange),10 digit numbers,27/09/2000
7818 0,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 1,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 2,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 3,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 4,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 5,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 6,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 7,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 8,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7818 9,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7819 0,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 1,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 2,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 3,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 4,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 5,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 6,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 7,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 8,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7819 9,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 0,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 1,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 2,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 3,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 4,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 5,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 6,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 7,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 8,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7820 9,Allocated,Telefonica UK Limited,10 digit numbers,30/01/2003
7821 0,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 1,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 2,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 3,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 4,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 5,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 6,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 7,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 8,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7821 9,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7822 0,Allocated,FleXtel Limited,10 digit numbers,31/01/2006
7822 1,Allocated,Swiftnet Ltd,10 digit numbers,16/06/2006
7822 2,Protected,,10 digit numbers,
7822 3,Protected,,10 digit numbers,
7822 4,Allocated,AQL Wholesale Ltd,10 digit numbers,14/07/2006
7822 5,Allocated,Icron Network Limited,10 digit numbers,30/01/2007
7822 6,Allocated,AQL Wholesale Ltd,10 digit numbers,14/07/2006
7822 7,Protected,,10 digit numbers,
7822 8,Allocated,Vodafone Limited,10 digit numbers,21/04/2016
7822 9,Protected,,10 digit numbers,
7823 0,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 1,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 2,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 3,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 4,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 5,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 6,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 7,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 8,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7823 9,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 0,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 1,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 2,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 3,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 4,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 5,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 6,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 7,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 8,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7824 9,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 0,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 1,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 2,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 3,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 4,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 5,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 6,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 7,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 8,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7825 9,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 0,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 1,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 2,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 3,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 4,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 5,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 6,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 7,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 8,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7826 9,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 0,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 1,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 2,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 3,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 4,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 5,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 6,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 7,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 8,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7827 9,Allocated,Vodafone Limited,10 digit numbers,26/07/2005
7828 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7828 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,12/09/2005
7829 0,Protected,,10 digit numbers,
7829 1,Protected,,10 digit numbers,
7829 2,Protected,,10 digit numbers,
7829 3,Protected,,10 digit numbers,
7829 4,Protected,,10 digit numbers,
7829 5,Protected,,10 digit numbers,
7829 6,Protected,,10 digit numbers,
7829 7,Allocated,Jersey Airtel Limited,10 digit numbers,12/07/2006
7829 8,Allocated,Jersey Airtel Limited,10 digit numbers,12/07/2006
7829 9,Allocated,Jersey Airtel Limited,10 digit numbers,12/07/2006
7830 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7830 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,20/12/2002
7831 0,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 1,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 2,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 3,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 4,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 5,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 6,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 7,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 8,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7831 9,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7832 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7832 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,26/08/2003
7833 0,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 1,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 2,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 3,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 4,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 5,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 6,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 7,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 8,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7833 9,Allocated,Vodafone Limited,10 digit numbers,30/06/1999
7834 0,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 1,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 2,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 3,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 4,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 5,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 6,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 7,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 8,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7834 9,Allocated,Telefonica UK Limited,10 digit numbers,02/10/2003
7835 0,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 1,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 2,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 3,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 4,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 5,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 6,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 7,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 8,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7835 9,Allocated,Telefonica UK Limited,10 digit numbers,12/02/2004
7836 0,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 1,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 2,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 3,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 4,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 5,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 6,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 7,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 8,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7836 9,Allocated,Vodafone Limited,10 digit numbers,01/10/1998
7837 0,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 1,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 2,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 3,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 4,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 5,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 6,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 7,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 8,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7837 9,Allocated,EE Limited (Orange),10 digit numbers,17/09/2003
7838 0,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 1,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 2,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 3,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 4,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 5,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 6,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 7,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 8,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7838 9,Allocated,Hutchison 3G UK Ltd,10 digit numbers,24/04/2003
7839 0,Protected,,10 digit numbers,
7839 1,Allocated,Guernsey Airtel Limited,10 digit numbers,19/07/2007
