NMS Number Block: Number Block,Block Status,CP Name,Geographic Number Length,Allocation Date,Notes
1667 84 5,Protected,,4+6,,
1667 84 6,Protected,,4+6,,
1667 84 7,Protected,,4+6,,
1667 84 8,Protected,,4+6,,
1667 84 9,Protected,,4+6,,
1667 85 0,Protected,,4+6,,
1667 85 1,Protected,,4+6,,
1667 85 2,Protected,,4+6,,
1667 85 3,Protected,,4+6,,
1667 85 4,Protected,,4+6,,
1667 85 5,Protected,,4+6,,
1667 85 6,Protected,,4+6,,
1667 85 7,Protected,,4+6,,
1667 85 8,Protected,,4+6,,
1667 85 9,Protected,,4+6,,
1667 86 0,Protected,,4+6,,
1667 86 1,Protected,,4+6,,
1667 86 2,Protected,,4+6,,
1667 86 3,Protected,,4+6,,
1667 86 4,Protected,,4+6,,
1667 86 5,Protected,,4+6,,
1667 86 6,Protected,,4+6,,
1667 86 7,Protected,,4+6,,
1667 86 8,Protected,,4+6,,
1667 86 9,Protected,,4+6,,
1667 87 0,Protected,,4+6,,
1667 87 1,Protected,,4+6,,
1667 87 2,Protected,,4+6,,
1667 87 3,Protected,,4+6,,
1667 87 4,Protected,,4+6,,
1667 87 5,Protected,,4+6,,
1667 87 6,Protected,,4+6,,
1667 87 7,Protected,,4+6,,
1667 87 8,Protected,,4+6,,
1667 87 9,Protected,,4+6,,
1667 88 0,Protected,,4+6,,
1667 88 1,Protected,,4+6,,
1667 88 2,Protected,,4+6,,
1667 88 3,Protected,,4+6,,
1667 88 4,Protected,,4+6,,
1667 88 5,Protected,,4+6,,
1667 88 6,Protected,,4+6,,
1667 88 7,Protected,,4+6,,
1667 88 8,Protected,,4+6,,
1667 88 9,Protected,,4+6,,
1667 89 0,Protected,,4+6,,
1667 89 1,Protected,,4+6,,
1667 89 2,Protected,,4+6,,
1667 89 3,Protected,,4+6,,
1667 89 4,Protected,,4+6,,
1667 89 5,Protected,,4+6,,
1667 89 6,Protected,,4+6,,
1667 89 7,Protected,,4+6,,
1667 89 8,Protected,,4+6,,
1667 89 9,Protected,,4+6,,
1667 90 0,Protected,,4+6,,
1667 90 1,Protected,,4+6,,
1667 90 2,Protected,,4+6,,
1667 90 3,Protected,,4+6,,
1667 90 4,Protected,,4+6,,
1667 90 5,Protected,,4+6,,
1667 90 6,Protected,,4+6,,
1667 90 7,Protected,,4+6,,
1667 90 8,Protected,,4+6,,
1667 90 9,Protected,,4+6,,
1667 91 0,Protected,,4+6,,
1667 91 1,Protected,,4+6,,
1667 91 2,Protected,,4+6,,
1667 91 3,Protected,,4+6,,
1667 91 4,Protected,,4+6,,
1667 91 5,Protected,,4+6,,
1667 91 6,Protected,,4+6,,
1667 91 7,Protected,,4+6,,
1667 91 8,Protected,,4+6,,
1667 91 9,Protected,,4+6,,
1667 92 0,Protected,,4+6,,
1667 92 1,Protected,,4+6,,
1667 92 2,Protected,,4+6,,
1667 92 3,Protected,,4+6,,
1667 92 4,Protected,,4+6,,
1667 92 5,Protected,,4+6,,
1667 92 6,Protected,,4+6,,
1667 92 7,Protected,,4+6,,
1667 92 8,Protected,,4+6,,
1667 92 9,Protected,,4+6,,
1667 93 0,Protected,,4+6,,
1667 93 1,Protected,,4+6,,
1667 93 2,Protected,,4+6,,
1667 93 3,Protected,,4+6,,
1667 93 4,Protected,,4+6,,
1667 93 5,Protected,,4+6,,
1667 93 6,Protected,,4+6,,
1667 93 7,Protected,,4+6,,
1667 93 8,Protected,,4+6,,
1667 93 9,Protected,,4+6,,
1667 94 0,Protected,,4+6,,
1667 94 1,Protected,,4+6,,
1667 94 2,Protected,,4+6,,
1667 94 3,Protected,,4+6,,
1667 94 4,Protected,,4+6,,
1667 94 5,Protected,,4+6,,
1667 94 6,Protected,,4+6,,
1667 94 7,Protected,,4+6,,
1667 94 8,Protected,,4+6,,
1667 94 9,Protected,,4+6,,
1667 95 0,Protected,,4+6,,
1667 95 1,Protected,,4+6,,
1667 95 2,Protected,,4+6,,
1667 95 3,Protected,,4+6,,
1667 95 4,Protected,,4+6,,
1667 95 5,Protected,,4+6,,
1667 95 6,Protected,,4+6,,
1667 95 7,Protected,,4+6,,
1667 95 8,Protected,,4+6,,
1667 95 9,Protected,,4+6,,
1667 96 0,Protected,,4+6,,
1667 96 1,Protected,,4+6,,
1667 96 2,Protected,,4+6,,
1667 96 3,Protected,,4+6,,
1667 96 4,Protected,,4+6,,
1667 96 5,Protected,,4+6,,
1667 96 6,Protected,,4+6,,
1667 96 7,Protected,,4+6,,
1667 96 8,Protected,,4+6,,
1667 96 9,Protected,,4+6,,
1667 97 0,Protected,,4+6,,
1667 97 1,Protected,,4+6,,
1667 97 2,Protected,,4+6,,
1667 97 3,Protected,,4+6,,
1667 97 4,Protected,,4+6,,
1667 97 5,Protected,,4+6,,
1667 97 6,Protected,,4+6,,
1667 97 7,Protected,,4+6,,
1667 97 8,Protected,,4+6,,
1667 97 9,Protected,,4+6,,
1667 98 0,Protected,,4+6,,
1667 98 1,Protected,,4+6,,
1667 98 2,Protected,,4+6,,
1667 98 3,Protected,,4+6,,
1667 98 4,Protected,,4+6,,
1667 98 5,Protected,,4+6,,
1667 98 6,Protected,,4+6,,
1667 98 7,Protected,,4+6,,
1667 98 8,Protected,,4+6,,
1667 98 9,Protected,,4+6,,
1667 99,Protected,,4+6,,
1668 00,Protected,,(0)+10,,
1668 01,Protected,,(0)+10,,
1668 02,Protected,,(0)+10,,
1668 03,Protected,,(0)+10,,
1668 04,Protected,,(0)+10,,
1668 05,Protected,,(0)+10,,
1668 06,Protected,,(0)+10,,
1668 07,Protected,,(0)+10,,
1668 08,Protected,,(0)+10,,
1668 09,Protected,,(0)+10,,
1668 10,Protected,,(0)+10,,
1668 11,Protected,,(0)+10,,
1668 12,Protected,,(0)+10,,
1668 13,Protected,,(0)+10,,
1668 14,Protected,,(0)+10,,
1668 15,Protected,,(0)+10,,
1668 16,Protected,,(0)+10,,
1668 17,Protected,,(0)+10,,
1668 18,Protected,,(0)+10,,
1668 19,Protected,,(0)+10,,
1668 20,Protected,,4+6,,
1668 21,Allocated,BT,4+6,15/07/1994,
1668 22,Allocated,Magrathea Telecommunications Limited,4+6,24/09/2004,
1668 23 0,Allocated,Linear Telecoms Limited,4+6,14/10/2010,
1668 23 1,Allocated,Internexus Networks Limited,4+6,22/11/2011,
1668 23 2,Allocated,Inet Telecoms Ltd (Voipfone),4+6,17/10/2011,
1668 23 3,Allocated,Hello Telecom (UK) Limited,4+6,12/12/2011,
1668 23 4,Allocated,Orbtalk Limited,4+6,23/02/2012,
1668 23 5,Protected,,4+6,,
1668 23 6,Allocated,Bicom Systems EURL,4+6,01/03/2012,
1668 23 7,Allocated,Invoco Ltd,4+6,03/04/2012,
1668 23 8,Allocated,ICC Networks Ltd,4+6,16/04/2012,
1668 23 9,Allocated,API Telecom Limited,4+6,05/04/2012,
1668 24,Allocated,GCI Network Solutions Limited,4+6,26/04/2017,
1668 25,Allocated,TelNG Limited,4+6,28/02/2007,
1668 26,Allocated,Gamma Telecom Holdings Limited,4+6,10/05/2005,
1668 27,Protected,,4+6,,
1668 28,Allocated,BT,4+6,15/07/1994,
1668 29,Allocated,Flextel Limited,4+6,23/11/2005,
1668 30,Allocated,Digital Space Group Limited,4+6,16/05/2008,
1668 31,Allocated,Nodemax Limited,4+6,07/07/2008,
1668 32 0,Allocated,Voxbone SA,4+6,09/12/2011,
1668 32 1,Protected,,4+6,,
1668 32 2,Protected,,4+6,,
1668 32 3,Protected,,4+6,,
1668 32 4,Protected,,4+6,,
1668 32 5,Protected,,4+6,,
1668 32 6,Protected,,4+6,,
1668 32 7,Protected,,4+6,,
1668 32 8,Protected,,4+6,,
1668 32 9,Protected,,4+6,,
1668 33,Allocated,Net-Work Internet Ltd,4+6,21/07/2008,
1668 34,Protected,,4+6,,
1668 35,Protected,,4+6,,
1668 36,Allocated,Barritel Limited,4+6,08/10/2008,
1668 37,Allocated,Solutios Limited,4+6,20/11/2008,
1668 38,Allocated,Served Up Limited,4+6,09/10/2008,
1668 39,Allocated,Mars Communications Limited,4+6,03/02/2009,
1668 40,Allocated,IPV6 Limited,4+6,13/02/2009,
1668 41,Allocated,Telecoms World Direct Limited,4+6,28/04/2009,
1668 42,Allocated,Andrews & Arnold (Numbers) Ltd,4+6,30/03/2009,
1668 43,Allocated,Vectone Mobile Limited,4+6,06/07/2009,
1668 44,Allocated,CFL Communications Ltd,4+6,14/07/2009,
1668 45,Protected,,4+6,,
1668 46,Protected,,4+6,,
1668 47,Allocated,Nexus Telecommunications Limited,4+6,28/09/2009,
1668 48 0,Allocated,YayYay Limited,4+6,23/04/2015,
1668 48 1,Protected,,4+6,,
1668 48 2,Allocated,GCI Network Solutions Limited,4+6,22/12/2023,
1668 48 3,Allocated,Telephone Box Limited,4+6,09/12/2010,
1668 48 4,Allocated,Suretec Systems Ltd,4+6,06/05/2010,
1668 48 5,Allocated,Simwood eSMS Limited,4+6,13/08/2010,
1668 48 6,Allocated,Windsor Telecom Limited,4+6,22/07/2010,
1668 48 7,Allocated,Phone Co-Op Numbering Limited,4+6,23/12/2010,
1668 48 8,Allocated,Atomstream Limited,4+6,14/05/2010,
1668 48 9,Protected,,4+6,,
1668 49 0,Allocated,Invosys Limited,4+6,17/05/2012,
1668 49 1,Allocated,Nexbridge Communications Limited,4+6,09/03/2012,
1668 49 2,Allocated,M247 UK LIMITED,4+6,21/05/2019,
1668 49 3,Protected,,4+6,,
1668 49 4,Allocated,INTELLIGENT EXCHANGES LIMITED,4+6,26/01/2026,
1668 49 5,Protected,,4+6,,
1668 49 6,Allocated,IOVOX Limited,4+6,04/07/2012,
1668 49 7,Allocated,Ziron Limited,4+6,31/07/2012,
1668 49 8,Allocated,Content Guru Limited,4+6,12/10/2012,
1668 49 9,Protected,,4+6,,
1668 50 0,Allocated,Colt Technology Services,4+6,04/07/2016,
1668 50 1,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1668 50 2,Allocated,Virgin Media Limited,4+6,12/01/2018,
1668 50 3,Allocated,EVE CONNECT LTD,4+6,15/06/2022,
1668 50 4,Allocated,Sky UK Limited,4+6,20/11/2018,
1668 50 5,Allocated,Adepteo Limited,4+6,06/12/2016,
1668 50 6,Allocated,Zapappi Ltd,4+6,05/01/2018,
1668 50 7,Protected,,4+6,,
1668 50 8,Allocated,Fuse 2 Communications Ltd,4+6,12/07/2017,
1668 50 9,Allocated,DIDWW Ireland Limited,4+6,18/01/2019,
1668 51 0,Allocated,Dial 9 Communications Limited,4+6,13/01/2020,
1668 51 1,Allocated,24 Seven Cloud Communications Ltd,4+6,13/01/2020,
1668 51 2,Allocated,SiPalto Ltd,4+6,06/07/2020,
1668 51 3,Free,,4+6,,
1668 51 4,Free,,4+6,,
1668 51 5,Allocated,ICUK Computing Services Limited,4+6,05/06/2020,
1668 51 6,Allocated,KCOM Group Ltd,4+6,08/09/2022,
1668 51 7,Free,,4+6,,
1668 51 8,Allocated,Mi Telecom Limited,4+6,03/07/2020,
1668 51 9,Allocated,Bink Networks Ltd,4+6,27/03/2023,
1668 52 0,Allocated,VOXYONDER NETWORK SERVICES UK LTD,4+6,10/09/2020,
1668 52 1,Allocated,Belgacom International Carrier Services SA,4+6,10/07/2020,
1668 52 2,Free,,4+6,,
1668 52 3,Free,,4+6,,
1668 52 4,Protected,,4+6,,
1668 52 5,Protected,,4+6,,
1668 52 6,Protected,,4+6,,
1668 52 7,Protected,,4+6,,
1668 52 8,Protected,,4+6,,
1668 52 9,Protected,,4+6,,
1668 53 0,Protected,,4+6,,
1668 53 1,Protected,,4+6,,
1668 53 2,Protected,,4+6,,
1668 53 3,Protected,,4+6,,
1668 53 4,Protected,,4+6,,
1668 53 5,Protected,,4+6,,
1668 53 6,Protected,,4+6,,
1668 53 7,Protected,,4+6,,
1668 53 8,Protected,,4+6,,
1668 53 9,Protected,,4+6,,
1668 54 0,Protected,,4+6,,
1668 54 1,Protected,,4+6,,
1668 54 2,Protected,,4+6,,
1668 54 3,Protected,,4+6,,
1668 54 4,Protected,,4+6,,
1668 54 5,Protected,,4+6,,
1668 54 6,Protected,,4+6,,
1668 54 7,Protected,,4+6,,
1668 54 8,Protected,,4+6,,
1668 54 9,Protected,,4+6,,
1668 55 0,Allocated,Minotaur Telecom Limited,4+6,05/02/2013,
1668 55 1,Allocated,Nuso Cloud UK Limited,4+6,03/07/2013,
1668 55 2,Allocated,Kalnet4U Ltd,4+6,30/05/2013,
1668 55 3,Allocated,Number Services Ltd.,4+6,22/11/2018,
1668 55 4,Allocated,Fuse 2 Communications Ltd,4+6,22/01/2024,
1668 55 5,Allocated,Redwood Technologies Ltd,4+6,15/11/2018,
1668 55 6,Allocated,I.T Communications Limited,4+6,20/11/2015,
1668 55 7,Allocated,Vodafone Ltd (C&W),4+6,25/07/2014,
1668 55 8,Protected,,4+6,,
1668 55 9,Allocated,XoverX Ltd,4+6,01/05/2013,
1668 56 0,Protected,,4+6,,
1668 56 1,Protected,,4+6,,
1668 56 2,Protected,,4+6,,
1668 56 3,Protected,,4+6,,
1668 56 4,Protected,,4+6,,
1668 56 5,Protected,,4+6,,
1668 56 6,Protected,,4+6,,
1668 56 7,Protected,,4+6,,
1668 56 8,Protected,,4+6,,
1668 56 9,Protected,,4+6,,
1668 57 0,Protected,,4+6,,
1668 57 1,Protected,,4+6,,
1668 57 2,Protected,,4+6,,
1668 57 3,Protected,,4+6,,
1668 57 4,Protected,,4+6,,
1668 57 5,Protected,,4+6,,
1668 57 6,Protected,,4+6,,
1668 57 7,Protected,,4+6,,
1668 57 8,Protected,,4+6,,
1668 57 9,Protected,,4+6,,
1668 58 0,Protected,,4+6,,
1668 58 1,Protected,,4+6,,
1668 58 2,Protected,,4+6,,
1668 58 3,Protected,,4+6,,
1668 58 4,Protected,,4+6,,
1668 58 5,Protected,,4+6,,
1668 58 6,Protected,,4+6,,
1668 58 7,Protected,,4+6,,
1668 58 8,Protected,,4+6,,
1668 58 9,Protected,,4+6,,
1668 59 0,Protected,,4+6,,
1668 59 1,Protected,,4+6,,
1668 59 2,Protected,,4+6,,
1668 59 3,Protected,,4+6,,
1668 59 4,Protected,,4+6,,
1668 59 5,Protected,,4+6,,
1668 59 6,Protected,,4+6,,
1668 59 7,Protected,,4+6,,
1668 59 8,Protected,,4+6,,
1668 59 9,Protected,,4+6,,
1668 60 0,Protected,,4+6,,
1668 60 1,Protected,,4+6,,
1668 60 2,Protected,,4+6,,
1668 60 3,Protected,,4+6,,
1668 60 4,Protected,,4+6,,
1668 60 5,Protected,,4+6,,
1668 60 6,Protected,,4+6,,
1668 60 7,Protected,,4+6,,
1668 60 8,Protected,,4+6,,
1668 60 9,Protected,,4+6,,
1668 61 0,Protected,,4+6,,
1668 61 1,Protected,,4+6,,
1668 61 2,Protected,,4+6,,
1668 61 3,Protected,,4+6,,
1668 61 4,Protected,,4+6,,
1668 61 5,Protected,,4+6,,
1668 61 6,Protected,,4+6,,
1668 61 7,Protected,,4+6,,
1668 61 8,Protected,,4+6,,
1668 61 9,Protected,,4+6,,
1668 62,Allocated,Voiceflex Limited,4+6,27/09/2007,
1668 63 0,Protected,,4+6,,
1668 63 1,Protected,,4+6,,
1668 63 2,Protected,,4+6,,
1668 63 3,Protected,,4+6,,
1668 63 4,Protected,,4+6,,
1668 63 5,Protected,,4+6,,
1668 63 6,Protected,,4+6,,
1668 63 7,Protected,,4+6,,
1668 63 8,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1668 63 9,Allocated,TalkTalk Communications Limited,4+6,20/01/2012,
1668 64,Protected,,4+6,,
1668 65,Allocated,(AQ) LIMITED,4+6,12/09/2012,
1668 66,Allocated,Localphone Limited,4+6,10/05/2007,
1668 67 0,Protected,,4+6,,
1668 67 1,Protected,,4+6,,
1668 67 2,Protected,,4+6,,
1668 67 3,Protected,,4+6,,
1668 67 4,Protected,,4+6,,
1668 67 5,Protected,,4+6,,
1668 67 6,Protected,,4+6,,
1668 67 7,Allocated,Spitfire Network Services Limited,4+6,11/11/2011,
1668 67 8,Protected,,4+6,,
1668 67 9,Protected,,4+6,,
1668 68,Allocated,Vodafone Ltd (C&W),4+6,16/11/2021,
1668 69,Allocated,TTNC Limited,4+6,14/11/2013,
1668 70 0,Protected,,4+6,,
1668 70 1,Protected,,4+6,,
1668 70 2,Protected,,4+6,,
1668 70 3,Protected,,4+6,,
1668 70 4,Protected,,4+6,,
1668 70 5,Protected,,4+6,,
1668 70 6,Protected,,4+6,,
1668 70 7,Protected,,4+6,,
1668 70 8,Protected,,4+6,,
1668 70 9,Protected,,4+6,,
1668 71 0,Protected,,4+6,,
1668 71 1,Protected,,4+6,,
1668 71 2,Protected,,4+6,,
1668 71 3,Protected,,4+6,,
1668 71 4,Protected,,4+6,,
1668 71 5,Protected,,4+6,,
1668 71 6,Protected,,4+6,,
1668 71 7,Protected,,4+6,,
1668 71 8,Protected,,4+6,,
1668 71 9,Protected,,4+6,,
1668 72 0,Protected,,4+6,,
1668 72 1,Protected,,4+6,,
1668 72 2,Protected,,4+6,,
1668 72 3,Protected,,4+6,,
1668 72 4,Protected,,4+6,,
1668 72 5,Protected,,4+6,,
1668 72 6,Protected,,4+6,,
1668 72 7,Protected,,4+6,,
1668 72 8,Protected,,4+6,,
1668 72 9,Protected,,4+6,,
1668 73 0,Protected,,4+6,,
1668 73 1,Protected,,4+6,,
1668 73 2,Protected,,4+6,,
1668 73 3,Protected,,4+6,,
1668 73 4,Protected,,4+6,,
1668 73 5,Protected,,4+6,,
1668 73 6,Protected,,4+6,,
1668 73 7,Protected,,4+6,,
1668 73 8,Protected,,4+6,,
1668 73 9,Protected,,4+6,,
1668 74 0,Protected,,4+6,,
1668 74 1,Protected,,4+6,,
1668 74 2,Protected,,4+6,,
1668 74 3,Protected,,4+6,,
1668 74 4,Protected,,4+6,,
1668 74 5,Protected,,4+6,,
1668 74 6,Protected,,4+6,,
1668 74 7,Protected,,4+6,,
1668 74 8,Protected,,4+6,,
1668 74 9,Protected,,4+6,,
1668 75 0,Protected,,4+6,,
1668 75 1,Protected,,4+6,,
1668 75 2,Protected,,4+6,,
1668 75 3,Protected,,4+6,,
1668 75 4,Protected,,4+6,,
1668 75 5,Protected,,4+6,,
1668 75 6,Protected,,4+6,,
1668 75 7,Protected,,4+6,,
1668 75 8,Protected,,4+6,,
1668 75 9,Protected,,4+6,,
1668 76 0,Protected,,4+6,,
1668 76 1,Protected,,4+6,,
1668 76 2,Protected,,4+6,,
1668 76 3,Protected,,4+6,,
1668 76 4,Protected,,4+6,,
1668 76 5,Protected,,4+6,,
1668 76 6,Protected,,4+6,,
1668 76 7,Protected,,4+6,,
1668 76 8,Protected,,4+6,,
1668 76 9,Protected,,4+6,,
1668 77 0,Protected,,4+6,,
1668 77 1,Protected,,4+6,,
1668 77 2,Protected,,4+6,,
1668 77 3,Protected,,4+6,,
1668 77 4,Protected,,4+6,,
1668 77 5,Protected,,4+6,,
1668 77 6,Protected,,4+6,,
1668 77 7,Protected,,4+6,,
1668 77 8,Protected,,4+6,,
1668 77 9,Protected,,4+6,,
1668 78 0,Protected,,4+6,,
1668 78 1,Protected,,4+6,,
1668 78 2,Protected,,4+6,,
1668 78 3,Protected,,4+6,,
1668 78 4,Protected,,4+6,,
1668 78 5,Protected,,4+6,,
1668 78 6,Protected,,4+6,,
1668 78 7,Protected,,4+6,,
1668 78 8,Protected,,4+6,,
1668 78 9,Protected,,4+6,,
1668 79 0,Protected,,4+6,,
1668 79 1,Protected,,4+6,,
1668 79 2,Protected,,4+6,,
1668 79 3,Protected,,4+6,,
1668 79 4,Protected,,4+6,,
1668 79 5,Protected,,4+6,,
1668 79 6,Protected,,4+6,,
1668 79 7,Protected,,4+6,,
1668 79 8,Protected,,4+6,,
1668 79 9,Protected,,4+6,,
1668 80 0,Protected,,4+6,,
1668 80 1,Protected,,4+6,,
1668 80 2,Protected,,4+6,,
1668 80 3,Protected,,4+6,,
1668 80 4,Protected,,4+6,,
1668 80 5,Protected,,4+6,,
1668 80 6,Protected,,4+6,,
1668 80 7,Protected,,4+6,,
1668 80 8,Protected,,4+6,,
1668 80 9,Protected,,4+6,,
1668 81 0,Protected,,4+6,,
1668 81 1,Protected,,4+6,,
1668 81 2,Protected,,4+6,,
1668 81 3,Protected,,4+6,,
1668 81 4,Protected,,4+6,,
1668 81 5,Protected,,4+6,,
1668 81 6,Protected,,4+6,,
1668 81 7,Protected,,4+6,,
1668 81 8,Protected,,4+6,,
1668 81 9,Protected,,4+6,,
1668 82 0,Protected,,4+6,,
1668 82 1,Protected,,4+6,,
1668 82 2,Protected,,4+6,,
1668 82 3,Protected,,4+6,,
1668 82 4,Protected,,4+6,,
1668 82 5,Protected,,4+6,,
1668 82 6,Protected,,4+6,,
1668 82 7,Protected,,4+6,,
1668 82 8,Protected,,4+6,,
1668 82 9,Protected,,4+6,,
1668 83 0,Protected,,4+6,,
1668 83 1,Protected,,4+6,,
1668 83 2,Protected,,4+6,,
1668 83 3,Protected,,4+6,,
1668 83 4,Protected,,4+6,,
1668 83 5,Protected,,4+6,,
1668 83 6,Protected,,4+6,,
1668 83 7,Protected,,4+6,,
1668 83 8,Protected,,4+6,,
1668 83 9,Protected,,4+6,,
1668 84 0,Protected,,4+6,,
1668 84 1,Protected,,4+6,,
1668 84 2,Protected,,4+6,,
1668 84 3,Protected,,4+6,,
1668 84 4,Protected,,4+6,,
1668 84 5,Protected,,4+6,,
1668 84 6,Protected,,4+6,,
1668 84 7,Protected,,4+6,,
1668 84 8,Protected,,4+6,,
1668 84 9,Protected,,4+6,,
1668 85 0,Protected,,4+6,,
1668 85 1,Protected,,4+6,,
1668 85 2,Protected,,4+6,,
1668 85 3,Protected,,4+6,,
1668 85 4,Protected,,4+6,,
1668 85 5,Protected,,4+6,,
1668 85 6,Protected,,4+6,,
1668 85 7,Protected,,4+6,,
1668 85 8,Protected,,4+6,,
1668 85 9,Protected,,4+6,,
1668 86 0,Protected,,4+6,,
1668 86 1,Protected,,4+6,,
1668 86 2,Protected,,4+6,,
1668 86 3,Protected,,4+6,,
1668 86 4,Protected,,4+6,,
1668 86 5,Protected,,4+6,,
1668 86 6,Protected,,4+6,,
1668 86 7,Protected,,4+6,,
1668 86 8,Protected,,4+6,,
1668 86 9,Protected,,4+6,,
1668 87 0,Protected,,4+6,,
1668 87 1,Protected,,4+6,,
1668 87 2,Protected,,4+6,,
1668 87 3,Protected,,4+6,,
1668 87 4,Protected,,4+6,,
1668 87 5,Protected,,4+6,,
1668 87 6,Protected,,4+6,,
1668 87 7,Protected,,4+6,,
1668 87 8,Protected,,4+6,,
1668 87 9,Protected,,4+6,,
1668 88 0,Protected,,4+6,,
1668 88 1,Protected,,4+6,,
1668 88 2,Protected,,4+6,,
1668 88 3,Protected,,4+6,,
1668 88 4,Protected,,4+6,,
1668 88 5,Protected,,4+6,,
1668 88 6,Protected,,4+6,,
1668 88 7,Protected,,4+6,,
1668 88 8,Protected,,4+6,,
1668 88 9,Protected,,4+6,,
1668 89 0,Protected,,4+6,,
1668 89 1,Protected,,4+6,,
1668 89 2,Protected,,4+6,,
1668 89 3,Protected,,4+6,,
1668 89 4,Protected,,4+6,,
1668 89 5,Protected,,4+6,,
1668 89 6,Protected,,4+6,,
1668 89 7,Protected,,4+6,,
1668 89 8,Protected,,4+6,,
1668 89 9,Protected,,4+6,,
1668 90 0,Protected,,4+6,,
1668 90 1,Protected,,4+6,,
1668 90 2,Protected,,4+6,,
1668 90 3,Protected,,4+6,,
1668 90 4,Protected,,4+6,,
1668 90 5,Protected,,4+6,,
1668 90 6,Protected,,4+6,,
1668 90 7,Protected,,4+6,,
1668 90 8,Protected,,4+6,,
1668 90 9,Allocated,VoiceHost Limited,4+6,20/08/2010,
1668 91 0,Protected,,4+6,,
1668 91 1,Protected,,4+6,,
1668 91 2,Protected,,4+6,,
1668 91 3,Protected,,4+6,,
1668 91 4,Protected,,4+6,,
1668 91 5,Protected,,4+6,,
1668 91 6,Protected,,4+6,,
1668 91 7,Protected,,4+6,,
1668 91 8,Protected,,4+6,,
1668 91 9,Protected,,4+6,,
1668 92,Allocated,VoIP-Un Limited,4+6,01/11/2007,
1668 93,Allocated,AQL Wholesale Ltd,4+6,21/12/2007,
1668 94 0,Protected,,4+6,,
1668 94 1,Protected,,4+6,,
1668 94 2,Protected,,4+6,,
1668 94 3,Protected,,4+6,,
1668 94 4,Protected,,4+6,,
1668 94 5,Protected,,4+6,,
1668 94 6,Protected,,4+6,,
1668 94 7,Allocated,Digital Space Group Limited,4+6,15/03/2016,
1668 94 8,Protected,,4+6,,
1668 94 9,Protected,,4+6,,
1668 95,Allocated,Telecom2 Limited,4+6,08/09/2009,
1668 96,Allocated,Redcentric Solutions Limited,4+6,05/06/2015,
1668 97,Allocated,Nationwide Telephone Assistance Ltd,4+6,01/10/2007,
1668 98,Protected,,4+6,,
1668 99,Protected,,4+6,,
1669 00,Protected,,(0)+10,,
1669 01,Protected,,(0)+10,,
1669 02,Protected,,(0)+10,,
1669 03,Protected,,(0)+10,,
1669 04,Protected,,(0)+10,,
1669 05,Protected,,(0)+10,,
1669 06,Protected,,(0)+10,,
1669 07,Protected,,(0)+10,,
1669 08,Protected,,(0)+10,,
1669 09,Protected,,(0)+10,,
1669 10,Protected,,(0)+10,,
1669 11,Protected,,(0)+10,,
1669 12,Protected,,(0)+10,,
1669 13,Protected,,(0)+10,,
1669 14,Protected,,(0)+10,,
1669 15,Protected,,(0)+10,,
1669 16,Protected,,(0)+10,,
1669 17,Protected,,(0)+10,,
1669 18,Protected,,(0)+10,,
1669 19,Protected,,(0)+10,,
1669 20,Allocated,TelNG Limited,4+6,28/02/2007,
1669 21 0,Protected,,4+6,,
1669 21 1,Allocated,I.T Communications Limited,4+6,21/10/2016,
1669 21 2,Protected,,4+6,,
1669 21 3,Allocated,Adepteo Limited,4+6,06/12/2016,
1669 21 4,Allocated,Colt Technology Services,4+6,18/07/2016,
1669 21 5,Protected,,4+6,,
1669 21 6,Allocated,Invosys Limited,4+6,23/08/2017,
1669 21 7,Allocated,24 Seven Cloud Communications Ltd,4+6,21/01/2020,
1669 21 8,Allocated,Zapappi Ltd,4+6,05/01/2018,
1669 21 9,Allocated,IP Voice Networks Ltd,4+6,20/09/2017,
1669 22 0,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 1,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 2,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 3,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 4,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 5,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 6,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 7,Allocated,Gamma Telecom Holdings Limited,4+6,08/02/2013,
1669 22 8,Protected,,4+6,,
1669 22 9,Protected,,4+6,,
1669 23,Allocated,Flextel Limited,4+6,23/11/2005,
1669 24 0,Protected,,4+6,,
1669 24 1,Protected,,4+6,,
1669 24 2,Protected,,4+6,,
1669 24 3,Protected,,4+6,,
1669 24 4,Protected,,4+6,,
1669 24 5,Protected,,4+6,,
1669 24 6,Protected,,4+6,,
1669 24 7,Protected,,4+6,,
1669 24 8,Protected,,4+6,,
1669 24 9,Protected,,4+6,,
1669 25 0,Protected,,4+6,,
1669 25 1,Protected,,4+6,,
1669 25 2,Protected,,4+6,,
1669 25 3,Protected,,4+6,,
1669 25 4,Protected,,4+6,,
1669 25 5,Protected,,4+6,,
1669 25 6,Protected,,4+6,,
1669 25 7,Protected,,4+6,,
1669 25 8,Protected,,4+6,,
1669 25 9,Protected,,4+6,,
