NMS Number Block: Number Block,Block Status,CP Name,Non Geo Number Length,Allocation Date,Notes
3706 98,Protected,,10 digit numbers,,
3706 99,Protected,,10 digit numbers,,
3707 00,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 01,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 02,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 03,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 04,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 05,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 06,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 07,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 08,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 09,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3707 10,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/07/2014,
3707 11,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/07/2014,
3707 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,28/07/2014,
3707 13,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 14,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 15,Protected,,10 digit numbers,,
3707 16,Allocated,TelXL Limited,10 digit numbers,21/08/2008,
3707 17,Protected,,10 digit numbers,,
3707 18,Protected,,10 digit numbers,,
3707 19,Protected,,10 digit numbers,,
3707 20,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 21,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 22,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 23,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 24,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 25,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 26,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 27,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 28,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 29,Allocated,Daisy Communications Ltd,10 digit numbers,13/12/2010,
3707 30,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 31,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 32,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 33,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 34,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 35,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 36,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 37,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 38,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 39,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 40,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 41,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 42,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 43,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 44,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 45,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 46,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 47,Allocated,TalkTalk Communications Limited,10 digit numbers,25/09/2008,
3707 48,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 49,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3707 50,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 51,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 52,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 53,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 54,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 57,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 58,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 59,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3707 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,13/08/2015,
3707 61,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 62,Protected,,10 digit numbers,,
3707 63,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3707 64,Protected,,10 digit numbers,,
3707 65,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3707 66,Allocated,Nexus Telecommunications Limited,10 digit numbers,09/09/2008,
3707 67,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 68,Protected,,10 digit numbers,,
3707 69,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 70,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3707 71,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 72,Protected,,10 digit numbers,,
3707 73,Protected,,10 digit numbers,,
3707 74,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3707 75,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3707 76,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 77,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3707 78,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 79,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3707 80,Allocated,Buzz Networks Limited,10 digit numbers,27/08/2008,
3707 81,Allocated,Buzz Networks Limited,10 digit numbers,27/08/2008,
3707 82,Protected,,10 digit numbers,,
3707 83,Protected,,10 digit numbers,,
3707 84,Protected,,10 digit numbers,,
3707 85,Allocated,Lumen Technologies UK Limited,10 digit numbers,10/04/2007,
3707 86,Protected,,10 digit numbers,,
3707 87,Allocated,TalkTalk Communications Limited,10 digit numbers,15/10/2013,
3707 88,Protected,,10 digit numbers,,
3707 89,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3707 90,Protected,,10 digit numbers,,
3707 91,Protected,,10 digit numbers,,
3707 92,Protected,,10 digit numbers,,
3707 93,Protected,,10 digit numbers,,
3707 94,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3707 95,Protected,,10 digit numbers,,
3707 96,Protected,,10 digit numbers,,
3707 97,Protected,,10 digit numbers,,
3707 98,Protected,,10 digit numbers,,
3707 99,Protected,,10 digit numbers,,
3708 00,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019,
3708 01,Allocated,WAVECREST NETWORKS LIMITED,10 digit numbers,17/12/2019,
3708 02,Protected,,10 digit numbers,,
3708 03,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3708 04,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 05,Allocated,Nexus Telecommunications Limited,10 digit numbers,12/07/2007,
3708 06,Protected,,10 digit numbers,,
3708 07,Protected,,10 digit numbers,,
3708 08,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3708 09,Protected,,10 digit numbers,,
3708 10,Protected,,10 digit numbers,,
3708 11,Allocated,Syntec Limited,10 digit numbers,19/06/2007,
3708 12,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 13,Protected,,10 digit numbers,,
3708 14,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3708 15,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 16,Protected,,10 digit numbers,,
3708 17,Protected,,10 digit numbers,,
3708 18,Allocated,Colt Technology Services,10 digit numbers,24/04/2007,
3708 19,Protected,,10 digit numbers,,
3708 20,Allocated,Voxbone SA,10 digit numbers,08/07/2021,
3708 21,Allocated,Served Up Limited,10 digit numbers,14/10/2008,
3708 22,Protected,,10 digit numbers,,
3708 23,Allocated,Telecoms World Direct Limited,10 digit numbers,20/11/2008,
3708 24,Protected,,10 digit numbers,,
3708 25,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3708 26,Protected,,10 digit numbers,,
3708 27,Protected,,10 digit numbers,,
3708 28,Allocated,Redwood Technologies Ltd,10 digit numbers,20/11/2018,
3708 29,Allocated,Nodemax Limited,10 digit numbers,08/07/2008,
3708 30,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 31,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 32,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 33,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 34,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 35,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 36,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 37,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 38,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 39,Allocated,GCI Network Solutions Limited,10 digit numbers,20/12/2023,
3708 40,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 41,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 42,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 43,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 44,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 45,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 46,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 47,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 48,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 49,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 50,Allocated,BT,10 digit numbers,10/04/2007,
3708 51,Allocated,BT,10 digit numbers,10/04/2007,
3708 52,Protected,,10 digit numbers,,
3708 53,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3708 54,Protected,,10 digit numbers,,
3708 55,Allocated,Vodafone Ltd (C&W),10 digit numbers,22/11/2024,
3708 56,Protected,,10 digit numbers,,
3708 57,Allocated,Magrathea Telecommunications Limited,10 digit numbers,06/07/2015,
3708 58,Protected,,10 digit numbers,,
3708 59,Protected,,10 digit numbers,,
3708 60,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3708 61,Protected,,10 digit numbers,,
3708 62,Protected,,10 digit numbers,,
3708 63,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3708 64,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3708 65,Protected,,10 digit numbers,,
3708 66,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3708 67,Protected,,10 digit numbers,,
3708 68,Protected,,10 digit numbers,,
3708 69,Allocated,Virgin Media Limited,10 digit numbers,23/07/2008,
3708 70,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3708 71,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3708 72,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3708 73,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3708 74,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3708 75,Allocated,Magrathea Telecommunications Limited,10 digit numbers,10/02/2012,
3708 76,Allocated,Eircom (UK) Limited,10 digit numbers,26/06/2007,
3708 77,Protected,,10 digit numbers,,
3708 78,Protected,,10 digit numbers,,
3708 79,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3708 80,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3708 81,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3708 82,Protected,,10 digit numbers,,
3708 83,Protected,,10 digit numbers,,
3708 84,Protected,,10 digit numbers,,
3708 85,Protected,,10 digit numbers,,
3708 86,Protected,,10 digit numbers,,
3708 87,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3708 88,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3708 89,Allocated,Virgin Media Limited,10 digit numbers,08/04/2016,
3708 90,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 91,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 92,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 93,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 94,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 95,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 96,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 97,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 98,Allocated,Six Degrees Technology Group Limited,10 digit numbers,08/04/2020,
3708 99,Protected,,10 digit numbers,,
3709 00,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3709 01,Allocated,Vodafone Ltd (C&W),10 digit numbers,17/09/2013,
3709 02,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 03,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 04,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 05,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 06,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 07,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 08,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 09,Allocated,Vodafone Ltd (C&W),10 digit numbers,16/09/2013,
3709 10,Protected,,10 digit numbers,,
3709 11,Allocated,BT,10 digit numbers,03/06/2010,
3709 12,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 13,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 14,Protected,,10 digit numbers,,
3709 15,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 16,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 17,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 18,Allocated,Sports Tel Ltd,10 digit numbers,15/11/2010,
3709 19,Protected,,10 digit numbers,,
3709 20,Allocated,Verizon UK Limited,10 digit numbers,17/04/2007,
3709 21,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 22,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3709 23,Protected,,10 digit numbers,,
3709 24,Protected,,10 digit numbers,,
3709 25,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3709 26,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 27,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 28,Allocated,Vodafone Ltd (C&W),10 digit numbers,14/10/2015,
3709 29,Protected,,10 digit numbers,,
3709 30,Protected,,10 digit numbers,,
3709 31,Protected,,10 digit numbers,,
3709 32,Protected,,10 digit numbers,,
3709 33,Allocated,Barritel Limited,10 digit numbers,10/12/2015,
3709 34,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,20/02/2008,
3709 35,Allocated,Daisy Communications Ltd,10 digit numbers,30/04/2014,
3709 36,Protected,,10 digit numbers,,
3709 37,Allocated,Solutios Limited,10 digit numbers,06/10/2008,
3709 38,Protected,,10 digit numbers,,
3709 39,Protected,,10 digit numbers,,
3709 40,Protected,,10 digit numbers,,
3709 41,Protected,,10 digit numbers,,
3709 42,Allocated,Call Stream Limited,10 digit numbers,30/06/2014,
3709 43,Protected,,10 digit numbers,,
3709 44,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3709 45,Protected,,10 digit numbers,,
3709 46,Protected,,10 digit numbers,,
3709 47,Allocated,Vodafone Ltd (C&W),10 digit numbers,08/05/2014,
3709 48,Allocated,GCI Network Solutions Limited,10 digit numbers,03/05/2017,
3709 49,Allocated,FleXtel Limited,10 digit numbers,10/04/2007,
3709 50,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 51,Allocated,Vodafone Ltd (C&W),10 digit numbers,06/05/2014,
3709 52,Protected,,10 digit numbers,,
3709 53,Allocated,Vodafone Ltd (C&W),10 digit numbers,06/05/2014,
3709 54,Protected,,10 digit numbers,,
3709 55,Protected,,10 digit numbers,,
3709 56,Allocated,Vodafone Ltd (C&W),10 digit numbers,06/05/2014,
3709 57,Protected,,10 digit numbers,,
3709 58,Allocated,Digital Space Group Limited,10 digit numbers,28/09/2007,
3709 59,Protected,,10 digit numbers,,
3709 60,Protected,,10 digit numbers,,
3709 61,Allocated,Vodafone Ltd (C&W),10 digit numbers,06/05/2014,
3709 62,Protected,,10 digit numbers,,
3709 63,Protected,,10 digit numbers,,
3709 64,Protected,,10 digit numbers,,
3709 65,Protected,,10 digit numbers,,
3709 66,Protected,,10 digit numbers,,
3709 67,Protected,,10 digit numbers,,
3709 68,Protected,,10 digit numbers,,
3709 69,Protected,,10 digit numbers,,
3709 70,Protected,,10 digit numbers,,
3709 71,Protected,,10 digit numbers,,
3709 72,Protected,,10 digit numbers,,
3709 73,Protected,,10 digit numbers,,
3709 74,Allocated,Magrathea Telecommunications Limited,10 digit numbers,08/11/2007,
3709 75,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 76,Protected,,10 digit numbers,,
3709 77,Allocated,Invade International Ltd,10 digit numbers,13/01/2016,
3709 78,Allocated,Barritel Limited,10 digit numbers,10/04/2007,
3709 79,Allocated,Gamma Telecom Holdings Limited,10 digit numbers,17/07/2013,
3709 80,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 81,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 82,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 83,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 84,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 85,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 86,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 87,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 88,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 89,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 90,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 91,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 92,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 93,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 94,Allocated,TalkTalk Communications Limited,10 digit numbers,11/07/2008,
3709 95,Protected,,10 digit numbers,,
3709 96,Allocated,TalkTalk Communications Limited,10 digit numbers,28/04/2014,
3709 97,Allocated,FLR Spectron Ltd,10 digit numbers,13/06/2025,
3709 98,Allocated,Vodafone Ltd (C&W),10 digit numbers,01/11/2024,
3709 99,Protected,,10 digit numbers,,
3710 00 0,Protected,,10 digit numbers,,
